RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
d00880,SERTRALINE,1,242,249,208,,,,,,,,,,242,249,208,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,SSRI ANTIDEPRESSANTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,SSRI ANTIDEPRESSANTS,,,,,,,,,,,,,,,
d00882,ISOCARBOXAZID,1,242,249,250,,,,,,,,,,242,249,250,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,,,,,,
d00883,PHENELZINE,1,242,249,250,,,,,,,,,,242,249,250,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,,,,,,
d00884,TRANYLCYPROMINE,1,242,249,250,,,,,,,,,,242,249,250,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,,,,,,
d00889,MESORIDAZINE,1,242,251,210,,,,,,,,,,242,251,210,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,,,,,,,
d00890,TRIFLUOPERAZINE,1,242,251,210,,,,,,,,,,242,251,210,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,,,,,,,
d00896,MOLINDONE,1,242,251,77,,,,,,,,,,242,251,77,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,,,,,,
d00897,LOXAPINE,1,242,251,77,,,,,,,,,,242,251,77,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,,,,,,
d00898,PIMOZIDE,1,242,251,77,,,,,,,,,,242,251,77,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,,,,,,
d00900,METHYLPHENIDATE,1,57,71,,,,,,,,,,,57,71,,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,,,,,,
d00901,PEMOLINE,1,57,71,,,,,,,,,,,57,71,,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,,,,,,
d00902,ERGOLOID MESYLATES,1,57,80,,,,,,,,,,,57,80,,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS,,,,,,,,,,,,,,,,
d00907,HYDROXYZINE,1,57,67,70,122,123,,,,,,,,57,67,70,122,123,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",RESPIRATORY AGENTS,ANTIHISTAMINES,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",RESPIRATORY AGENTS,ANTIHISTAMINES,,,,,,,,,,,,,
d00910,ZOLPIDEM,1,57,67,70,,,,,,,,,,57,67,70,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",,,,,,,,,,,,,,,
d00915,ESTAZOLAM,1,57,67,69,,,,,,,,,,57,67,69,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS",BENZODIAZEPINES,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS",BENZODIAZEPINES,,,,,,,,,,,,,,,
d00917,QUAZEPAM,1,57,67,69,,,,,,,,,,57,67,69,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS",BENZODIAZEPINES,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS",BENZODIAZEPINES,,,,,,,,,,,,,,,
d00919,MEPHOBARBITAL,1,57,64,201,57,67,68,,,,,,,57,64,201,57,67,68,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,BARBITURATE ANTICONVULSANTS,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS",BARBITURATES,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,BARBITURATE ANTICONVULSANTS,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS",BARBITURATES,,,,,,,,,,,,
d00923,BUTABARBITAL,1,57,67,68,,,,,,,,,,57,67,68,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS",BARBITURATES,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS",BARBITURATES,,,,,,,,,,,,,,,
d00960,CARISOPRODOL,1,57,73,178,,,,,,,,,,57,73,178,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00962,CHLORZOXAZONE,1,57,73,178,,,,,,,,,,57,73,178,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00963,CYCLOBENZAPRINE,1,57,73,178,,,,,,,,,,57,73,178,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00964,METAXALONE,1,57,73,178,,,,,,,,,,57,73,178,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00965,METHOCARBAMOL,1,57,73,178,,,,,,,,,,57,73,178,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00966,ORPHENADRINE,1,57,73,178,,,,,,,,,,57,73,178,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00967,BACLOFEN,1,57,73,178,,,,,,,,,,57,73,178,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00968,DANTROLENE,1,57,73,178,,,,,,,,,,57,73,178,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00969,PROCYCLIDINE,1,57,66,205,,,,,,,,,,57,66,205,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,,,,,,
d00970,TRIHEXYPHENIDYL,1,57,66,205,,,,,,,,,,57,66,205,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,,,,,,
d00972,BIPERIDEN,1,57,66,205,,,,,,,,,,57,66,205,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,,,,,,
d00976,SELEGILINE,1,57,66,276,242,249,250,,,,,,,57,66,276,242,249,250,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,,,
d00977,PERGOLIDE,1,57,66,276,,,,,,,,,,57,66,276,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,,,,,,,,,,,,,,,
d00982,MAGNESIUM HYDROXIDE,1,87,88,,87,95,,,,,,,,87,88,,87,95,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,ANTACIDS,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,GASTROINTESTINAL AGENTS,ANTACIDS,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,,,
d00985,HYOSCYAMINE,1,87,355,89,,,,,,,,,,87,355,89,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,,,,,,
d00986,SCOPOLAMINE,1,57,65,197,87,355,89,,,,,,,57,65,197,87,355,89,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,,,
d00988,BELLADONNA,1,87,355,89,,,,,,,,,,87,355,89,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,,,,,,
d00989,METHSCOPOLAMINE,1,87,355,89,,,,,,,,,,87,355,89,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,,,,,,
d00991,CLIDINIUM,1,87,355,89,,,,,,,,,,87,355,89,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,,,,,,
d00992,GLYCOPYRROLATE,1,87,355,89,122,125,299,,,,,,,87,355,89,122,125,299,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,RESPIRATORY AGENTS,BRONCHODILATORS,ANTICHOLINERGIC BRONCHODILATORS,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,RESPIRATORY AGENTS,BRONCHODILATORS,ANTICHOLINERGIC BRONCHODILATORS,,,,,,,,,,,,
d00995,MEPENZOLATE,1,87,355,89,,,,,,,,,,87,355,89,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,,,,,,
d00999,DICYCLOMINE,1,87,355,89,,,,,,,,,,87,355,89,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,,,,,,
d01002,PANCRELIPASE,1,87,91,,,,,,,,,,,87,91,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,DIGESTIVE ENZYMES,,,,,,,,,,,GASTROINTESTINAL AGENTS,DIGESTIVE ENZYMES,,,,,,,,,,,,,,,,
d01003,PANCREATIN,1,87,91,,,,,,,,,,,87,91,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,DIGESTIVE ENZYMES,,,,,,,,,,,GASTROINTESTINAL AGENTS,DIGESTIVE ENZYMES,,,,,,,,,,,,,,,,
d01005,URSODIOL,1,87,92,,,,,,,,,,,87,92,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,GALLSTONE SOLUBILIZING AGENTS,,,,,,,,,,,GASTROINTESTINAL AGENTS,GALLSTONE SOLUBILIZING AGENTS,,,,,,,,,,,,,,,,
d01008,MAGNESIUM CITRATE,1,87,95,,,,,,,,,,,87,95,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,,,,,,
d01013,SENNA,1,87,95,,,,,,,,,,,87,95,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,,,,,,
d01015,BISACODYL,1,87,95,,,,,,,,,,,87,95,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,,,,,,
d01021,DOCUSATE,1,87,95,,,,,,,,,,,87,95,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,,,,,,
d01023,POLYETHYLENE GLYCOL 3350 WITH ELECTROLYTES,1,87,95,,,,,,,,,,,87,95,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,,,,,,
d01024,LACTULOSE,1,87,95,,,,,,,,,,,87,95,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,,,,,,
d01025,LOPERAMIDE,1,87,90,,,,,,,,,,,87,90,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,ANTIDIARRHEALS,,,,,,,,,,,GASTROINTESTINAL AGENTS,ANTIDIARRHEALS,,,,,,,,,,,,,,,,
d01026,BISMUTH SUBSALICYLATE,1,87,90,,,,,,,,,,,87,90,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,ANTIDIARRHEALS,,,,,,,,,,,GASTROINTESTINAL AGENTS,ANTIDIARRHEALS,,,,,,,,,,,,,,,,
d01027,SIMETHICONE,1,87,96,,,,,,,,,,,87,96,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,MISCELLANEOUS GI AGENTS,,,,,,,,,,,GASTROINTESTINAL AGENTS,MISCELLANEOUS GI AGENTS,,,,,,,,,,,,,,,,
d01030,DEHYDROCHOLIC ACID,1,87,96,,,,,,,,,,,87,96,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,MISCELLANEOUS GI AGENTS,,,,,,,,,,,GASTROINTESTINAL AGENTS,MISCELLANEOUS GI AGENTS,,,,,,,,,,,,,,,,
d01031,MESALAMINE,1,87,277,,,,,,,,,,,87,277,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,5-AMINOSALICYLATES,,,,,,,,,,,GASTROINTESTINAL AGENTS,5-AMINOSALICYLATES,,,,,,,,,,,,,,,,
d01032,OLSALAZINE,1,87,277,,,,,,,,,,,87,277,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,5-AMINOSALICYLATES,,,,,,,,,,,GASTROINTESTINAL AGENTS,5-AMINOSALICYLATES,,,,,,,,,,,,,,,,
d01068,DEMECLOCYCLINE,1,1,16,,,,,,,,,,,1,16,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,TETRACYCLINES,,,,,,,,,,,ANTI-INFECTIVES,TETRACYCLINES,,,,,,,,,,,,,,,,
d01090,SULFAMETHIZOLE,1,1,15,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,SULFONAMIDES,,,,,,,,,,,ANTI-INFECTIVES,SULFONAMIDES,,,,,,,,,,,,,,,,
d01097,RIFABUTIN,1,1,6,232,,,,,,,,,,1,6,232,,,,,,,,,,,,,,,,ANTI-INFECTIVES,ANTITUBERCULOSIS AGENTS,RIFAMYCIN DERIVATIVES,,,,,,,,,,ANTI-INFECTIVES,ANTITUBERCULOSIS AGENTS,RIFAMYCIN DERIVATIVES,,,,,,,,,,,,,,,
d01115,BACITRACIN,1,1,12,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,MISCELLANEOUS ANTIBIOTICS,,,,,,,,,,,ANTI-INFECTIVES,MISCELLANEOUS ANTIBIOTICS,,,,,,,,,,,,,,,,
d01120,ATOVAQUONE,1,1,12,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,MISCELLANEOUS ANTIBIOTICS,,,,,,,,,,,ANTI-INFECTIVES,MISCELLANEOUS ANTIBIOTICS,,,,,,,,,,,,,,,,
d01133,IMMUNE GLOBULIN INTRAVENOUS,1,254,33,,,,,,,,,,,254,33,,,,,,,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNE GLOBULINS,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNE GLOBULINS,,,,,,,,,,,,,,,,
d01135,IMMUNE GLOBULIN INTRAMUSCULAR,1,254,33,,,,,,,,,,,254,33,,,,,,,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNE GLOBULINS,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNE GLOBULINS,,,,,,,,,,,,,,,,
d01171,TUBERCULIN PURIFIED PROTEIN DERIVATIVE,1,28,34,,,,,,,,,,,28,34,,,,,,,,,,,,,,,,,BIOLOGICALS,IN VIVO DIAGNOSTIC BIOLOGICALS,,,,,,,,,,,BIOLOGICALS,IN VIVO DIAGNOSTIC BIOLOGICALS,,,,,,,,,,,,,,,,
d01180,PEGADEMASE BOVINE,1,254,437,439,,,,,,,,,,254,437,439,,,,,,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSTIMULANTS,OTHER IMMUNOSTIMULANTS,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSTIMULANTS,OTHER IMMUNOSTIMULANTS,,,,,,,,,,,,,,,
d01184,DIPIVEFRIN OPHTHALMIC,1,133,147,164,,,,,,,,,,133,147,164,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,,,,,,
d01185,APRACLONIDINE OPHTHALMIC,1,133,147,164,,,,,,,,,,133,147,164,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,,,,,,
d01187,LEVOBUNOLOL OPHTHALMIC,1,133,147,164,,,,,,,,,,133,147,164,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,,,,,,
d01189,CARBACHOL OPHTHALMIC,1,133,147,164,,,,,,,,,,133,147,164,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,,,,,,
d01191,PILOCARPINE OPHTHALMIC,1,133,147,164,,,,,,,,,,133,147,164,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,,,,,,
d01195,ECHOTHIOPHATE IODIDE OPHTHALMIC,1,133,147,164,,,,,,,,,,133,147,164,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,,,,,,
d01199,HOMATROPINE OPHTHALMIC,1,133,147,286,,,,,,,,,,133,147,286,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,MYDRIATICS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,MYDRIATICS,,,,,,,,,,,,,,,
d01200,TROPICAMIDE OPHTHALMIC,1,133,147,286,,,,,,,,,,133,147,286,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,MYDRIATICS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,MYDRIATICS,,,,,,,,,,,,,,,
